title,slug,videoUrl,description,brand,categories,specifications,shippingAndReturns,rating,isBestSeller,isNewArrival,isFeatured,isOnDeal,variant_name,variant_sku,variant_price,variant_salePrice,variant_stock,variant_inStock,variant_images,variant_weight,variant_height,variant_width,variant_depth,attribute1_name,attribute1_value,attribute2_name,attribute2_value,attribute3_name,attribute3_value
,,,,,,,,,,,,,Standard Size / White,PV_MZ1013200196ZBSP_standard-size_white,589.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-677807-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-677807-product-1-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/products/1013-223-677807-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-677807-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-677807-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-677807-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-677807-product-1.webp",,,,,Size,Standard Size,Color,White,,
,,,,,,,,,,,,,Standard Size / White,PV_MZ1013200236ZBSP_standard-size_white,645.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-684722-product-1-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/products/1013-223-684722-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-684722-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-684722-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-684722-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-684722-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1013-223-684722-product-2.webp",,,,,Size,Standard Size,Color,White,,
,,,,,,,,,,,,,Standard Size / Off White,PV_MZ1013200201ZBSP_standard-size_off-white,855.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1013-223-677817-product-1.webp,,,,,Size,Standard Size,Color,Off White,,
,,,,,,,,,,,,,Standard / Black,PV_MZ252200021GS_standard_black,1180.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/252-223-557328-product-1-withcode.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/252-223-557328-product-8.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/252-223-557328-product-2.jpeg,https://content.public.markaz.app/markazimagevideo/public/products/252-223-557328-product-1.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/252-223-557328-product-4.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/252-223-557328-product-5.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/252-223-557328-product-6.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/252-223-557328-product-3.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/252-223-557328-product-7.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/252-223-557328-product-1.jpeg",,,,,Color,Black,Size,Standard,,
,,,,,,,,,,,,,Standard Size / Brown,PV_MZ1347200406CNCS_standard-size_brown,960.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/products/1347-223-567895-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1347-223-567895-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1347-223-567895-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1347-223-567895-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1347-223-567895-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1347-223-567895-product-6.jpg",,,,,Size,Standard Size,Color,Brown,,
,,,,,,,,,,,,,Standard Size / Off White,PV_MZ1180200213HSTS_standard-size_off-white,879.0,,85,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1180-223-667065-product-1.webp,,,,,Size,Standard Size,Color,Off White,,
Finger Gripper Exerciser,finger-gripper-exerciser,,Hand Gripper Resistant Levels Recovery Physical Tools Hand Strengthener Home & Gym,,Health Accessories,"Material: Silicone | | Product Details: High-Quality Material, Portable And Lightweight Design, 3 Resistant Levels To Choose From |",,4.2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Black,PV_MZ49200380AFTRD_standard_black,628.0,,10,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/511-223-267766-product-1.jpeg,,,,,Size,Standard,Color,Black,,
Adjustable Settings To Accommodate Individual Preferences Blood Pressure Monitor,adjustable-settings-to-accommodate-individual-preferences-blood-pressure-monitor,,Measurement Range:  Accuracy  Inflation:Air Release:Pressure Detection:  Storage capacity  Power supply:Battery life span:  Operating Temperatureand Humidity:Transportation andstorage temperature& humidity:Atmospheric pressurein operating:  Atmospheric pressurein transporting &storaging:  Weight of Main Unit:External Dimensions:  Acceptablecircumference of wrist:Electric shook  protection:Accessor,,Health Accessories,Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Adjustable Settings To Accommodate Individual Preferences | | Length: 8.3 Cm | | Width: 8.1 Cm | | Height: 9.1 Cm | | Capacity: 1 Cubic |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Adjustable / White,PV_MZ85400000017ZMZMSR_adjustable_white,3020.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-487090-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-487090-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-487090-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-487090-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-487090-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/products/854-223-487090-product-1.jpg",,9.1,8.1,,Size,Adjustable,Color,White,,
Japanese Joint Pain Relief Gel,japanese-joint-pain-relief-gel,,Number Of Pieces: 1 Pc Product Feature: Clinically-Proven Effectiveness For Specific Health Concerns,,Health Accessories,Material: Gel | | Number Of Pieces: 1 Pc | | Product Feature: Clinically-Proven Effectiveness For Specific Health Concerns |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Off White,PV_MZ608200136SHBS_standard-size_off-white,909.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/608-223-650891-product-1.webp,,,,,Size,Standard Size,Color,Off White,,
,,,,,,,,,,,,,Standard Size / White,PV_MZ1180200204HSTS_standard-size_white,909.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1180-223-650880-product-1.webp,,,,,Size,Standard Size,Color,White,,
"Blood Glucose Monitor Glucometer, Ture Answer glucometer with 5 free strips, Life time warranty sugar checking machine",blood-glucose-monitor-glucometer-ture-answer-glucometer-with-5-free-strips-life-time-warranty-sugar-,,Tow side blood sampling places convenient for booth hand operation Risk indication Very small blood sample Per-meal memory Post-meal memory Automatic coding 6 months warranty Large memory capacity 8 second testing time The GLM- 78 blood glucose meter is designed to quantitatively measure the concentration of glucose in capillary whole blood by people with diabetes or by healthcare professionals fo,,Health Accessories,Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Length: 10 Inches | | Width: 7 Inches | | Height: 4 Inches | | Tow side blood sampling places convenient for booth hand operation | | Risk indication | | Very small blood sample | | Per-meal memory | | Post-meal memory | | Automatic coding | | 6 months warranty | | Large memory capacity | | 8 second testing time | | The GLM- 78 blood glucose meter is designed to quantitatively measure the concentration of glucose in capillary whole blood by people with diabetes or by healthcare professionals for monitoring blood glucose at home or in healthcare facilities. |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Blue,PV_MZ1872200011MRT_standard-size_blue,1809.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1872-223-679990-product-1.webp,,4,7,,Size,Standard Size,Color,Blue,,
Clinically Proven Varicose Veins Patch,clinically-proven-varicose-veins-patch,,"Experience the clinical effectiveness of our Varicose Veins Patch, designed to promote wellness and self-care. This pack includes 2 easy-to-use patches made from latex, offering support for specific health concerns. Ideal for anyone seeking relief and comfort, these patches are a simple solution to incorporate into your self-care routine.",,Health Accessories,"Material: Latex | | Number Of Pieces: 2 Pcs | | Product Feature: Clinically-Proven Effectiveness For Specific Health Concerns, Promotes Wellness And Self-Care |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Brown,PV_MZ1408200376IATS_standard-size_brown,990.0,,1,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1408-223-562433-product-6.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1408-223-562433-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1408-223-562433-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1408-223-562433-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1408-223-562433-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1408-223-562433-product-5.jpg",,,,,Size,Standard Size,Color,Brown,,
6 Pcs Ear Wax Cleaning Pick Tools Kit,6-pcs-ear-wax-cleaning-pick-tools-kit,,Maintain Ear Hygiene With This 6-Piece Ear Wax Cleaning Kit.,,Health Accessories,Material: Stainless Steel | | Product Type: Ear Wax Cleaning Kit | | Product Details: Maintain ear hygiene with this 6-piece ear wax cleaning kit. |,,4.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10cm x10cm x5cm / Standard,PV_MZ57500141ONKHI_10cm-x10cm-x5cm_standard,539.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/products/594-223-265503-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-265503-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-265503-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-265503-product-4-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-265503-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-265503-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-265503-product-2.ini",,,,,Size,10cm x10cm x5cm,Color,Standard,,
Portable Nebulizer,portable-nebulizer,,"? . Protecting against leaks: When flling the medicine cup with medicine, ensure that you do not exceed the maximum mark (8m),. The recommended filling amount is between 2ml and 8ml. During use, tilt the device up to a maximum angle of 45° in any direction without impaining its nebulizing function or the success of the treatment. However, please try to hold the device as upright as much as possibl",,Health Accessories,Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Portable |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / White,PV_MZ85400000060ZMZMSR_standard_white,1900.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-699928-product-10.webp,https://content.public.markaz.app/markazimagevideo/public/products/854-223-699928-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-699928-product-9.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-699928-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-699928-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-699928-product-8.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-699928-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-699928-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-699928-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/854-223-699928-product-5.webp",,,,,Color,White,Size,Standard,,
,,,,,,,,,,,,,Standard / Blue,PV_MZ2065200010HA_standard_blue,1205.0,,1,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2065-223-689017-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2065-223-689017-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2065-223-689017-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2065-223-689017-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/products/2065-223-689017-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2065-223-689017-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2065-223-689017-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2065-223-689017-product-5.webp",,5,10,,Color,Blue,Size,Standard,,
Japanese Joint Pain Relief Cream,japanese-joint-pain-relief-cream,,Number Of Pieces: 1 Pc,,Health Accessories,Material: ABS Plastic | | Number Of Pieces: 1 Pc |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Green,PV_MZ67400000316CYCH_standard_green,789.0,,191,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-677600-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-677600-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-677600-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-677600-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/products/674-223-677600-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-677600-product-2.webp",,,,,Color,Green,Size,Standard,,
,,,,,,,,,,,,,Standard Size / Green,PV_MZ19900000145RAAS_standard-size_green,810.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/199-223-674621-product-1.webp,,,,,Size,Standard Size,Color,Green,,
,,,,,,,,,,,,,Standard Size / Off White,PV_MZ1209200085PEBY_standard-size_off-white,879.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1209-223-667092-product-1.webp,,,,,Size,Standard Size,Color,Off White,,
Portable For On,portable-for-on,,"Number Of Pieces: 1 Pc Product Feature: Portable For On-The-Go Use, Durable And Reliable Materials, Easy To Use And Maintain",,Health Accessories,"Material: Silicone | | Number Of Pieces: 1 Pc | | Product Feature: Portable For On-The-Go Use, Durable And Reliable Materials, Easy To Use And Maintain |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1172200015SE_standard-size_black,660.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1172-223-465872-product-1.jpg,,,,,Size,Standard Size,Color,Black,,
Japanese Soothing Massage Jel,japanese-soothing-massage-jel,,"Japanese Soothing Massage Gel offers a calming blend designed to relax tense muscles, boost circulation & ease fatigue. Its non-sticky formula absorbs quickly into the skin, leaving a refreshing & spa like cooling sensation for deep comfort and recovery.",,Health Accessories,Material: Gel | | Number Of Pieces: 1 Pc |,,5.0,,,,,,,,,,,,,,,,,,,,,
