title,slug,videoUrl,description,brand,categories,specifications,shippingAndReturns,rating,isBestSeller,isNewArrival,isFeatured,isOnDeal,variant_name,variant_sku,variant_price,variant_salePrice,variant_stock,variant_inStock,variant_images,variant_weight,variant_height,variant_width,variant_depth,attribute1_name,attribute1_value,attribute2_name,attribute2_value,attribute3_name,attribute3_value
Joint Pain Relief Cream By Huda Beauty 150ML,joint-pain-relief-cream-by-huda-beauty-150ml,,"If you struggle with back discomfort, you're looking for an effective and easy-to-use solution you can apply whenever the pain arises. Lumbar Pain Relief provides quick relief thanks to carefully selected active ingredients. It's ideal for everyday ailments related to overuse or a sedentary lifestyle. Using this product is a convenient way to improve your comfort without having to reach for pills",,Health Accessories,"Material: Gel | | Number Of Pieces: 1 Pc | | If you struggle with back discomfort, you're looking for an effective and easy-to-use solution you can apply whenever the pain arises. Lumbar Pain Relief provides quick relief thanks to carefully selected active ingredients. It's ideal for everyday ailments related to overuse or a sedentary lifestyle. Using this product is a convenient way to improve your comfort without having to reach for pills. Your back deserves immediate relief. | | Benefits and advantages | | T. |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,XL / Multicolor,PV_MZ69100000291AIBSFD_xl_standard,1009.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675707-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/products/691-223-675707-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675707-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675707-product-9.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675707-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675707-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675707-product-8.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675707-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675707-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675707-product-6.webp",,,,,Size,XL,Color,Multicolor,,
,,,,,,,,,,,,,XL / Multicolor,PV_MZ69100000290AIBSFD_xl_standard,1009.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675706-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/products/691-223-675706-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675706-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675706-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675706-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675706-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675706-product-9.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675706-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675706-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675706-product-8.webp",,,,,Size,XL,Color,Multicolor,,
Pain Relief silicon Socks,pain-relief-silicon-socks,,Number Of Pieces: 2 Pcs,,Health Accessories,Material: Silicone | | Number Of Pieces: 2 Pcs |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Pink,PV_MZ94300001376PMGTIM_standard_pink,629.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/943-223-687565-product-2.webp,,,,,Color,Pink,Size,Standard,,
,,,,,,,,,,,,,Standard / Pink,PV_MZ94300001219PMGTIM_standard_pink,629.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/943-223-681214-product-2.webp,,,,,Color,Pink,Size,Standard,,
,,,,,,,,,,,,,Standard / Pink,PV_MZ1518200771BGSE_standard_pink,629.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1518-223-681690-product-2.webp,,,,,Color,Pink,Size,Standard,,
,,,,,,,,,,,,,Standard / Pink,PV_MZ94300001360PMGTIM_standard_pink,629.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/943-223-687314-product-2.webp,,,,,Color,Pink,Size,Standard,,
Girl's BTS Face Mask,girls-bts-face-mask,,Number Of Pieces: 6 Pcs Product Feature: Designed For Safety And Effectiveness,,Health Accessories,Material: Cotton | | Number Of Pieces: 6 Pcs | | Product Feature: Designed For Safety And Effectiveness |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ68100046HIHY_standard_standard,770.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/681-223-415221-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/681-223-415221-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/681-223-415221-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/681-223-415221-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/681-223-415221-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/products/681-223-415221-product-1.jpg",,,,,Color,Multicolor,Size,Standard,,
Mini Mesh Nebulizer Machine,mini-mesh-nebulizer-machine,,Mini Mesh Nebulizer Machine For Adults & Kids - Portable Nebulizer - Soundless Nebulizer for Effective Treatment- Compressor Nebulizer - Mini Inhaler Machine,,Health Accessories,Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Mini Mesh Nebulizer Machine For Adults & Kids - Portable Nebulizer - Soundless Nebulizer for Effective Treatment- Compressor Nebulizer - Mini Inhaler Machine |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ59400000137OEKI_standard_standard,2039.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/594-223-681772-product-1.webp,,,,,Color,Multicolor,Size,Standard,,
Japanese Joint Pain Relief Gel 50ml,japanese-joint-pain-relief-gel-50ml,,Number Of Pieces: 1 Pc Product Feature: Affordable And Accessible Solutions Length: 12 Cm Width: 8 Cm Height: 2 Cm Capacity: 50 Ml,,Health Accessories,Material: Gel | | Number Of Pieces: 1 Pc | | Product Feature: Affordable And Accessible Solutions | | Length: 12 Cm | | Width: 8 Cm | | Height: 2 Cm | | Capacity: 50 Ml |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Free Size / Orange,PV_MZ34200020ARCN_standard_orange,709.0,,139,TRUE,"https://content.public.markaz.app/markazimagevideo/public/products/34-223-675100-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/34-223-675100-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/34-223-675100-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/34-223-675100-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/34-223-675100-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/34-223-675100-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/34-223-675100-product-5.webp",,2,8,,Size,Free Size,Color,Orange,,
Adjustable Finger Gripper,adjustable-finger-gripper,,"Enhance your grip strength with this Adjustable Finger Gripper. Designed for ease of use and maintenance, it features durable materials that ensure reliability. Perfect for accommodating individual preferences, this hand strengthener is an essential tool for anyone looking to improve their hand fitness and dexterity.",,Health Accessories,"Material: Alloy | | Number Of Pieces: 1 Pc | | Product Feature: Adjustable Settings To Accommodate Individual Preferences, Durable And Reliable Materials, Easy To Use And Maintain |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Black,PV_MZ1518200030BGSE_standard_black,760.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1518-223-512369-product-1.jpg,,,,,Color,Black,Size,Standard,,
Period Cramp Heating Belt,period-cramp-heating-belt,,Number Of Pieces: 1 Pc Product Feature: Affordable And Accessible Solutions,,Health Accessories,Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Affordable And Accessible Solutions |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Free Size / Multicolor,PV_MZ2060200113AASE_standard_standard,2160.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-689187-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-689187-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-689187-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-689187-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-689187-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-689187-product-8.webp,https://content.public.markaz.app/markazimagevideo/public/products/2060-223-689187-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-689187-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-689187-product-5.webp",,,,,Size,Free Size,Color,Multicolor,,
Derma Smooth Skin Tag Remover 72 Patches,derma-smooth-skin-tag-remover-72-patches,,Number Of Pieces: 72 Pcs Product Feature: Easy To Use And Maintain Length: 12 Cm Width: 2 Cm Height: 1 Cm Capacity: 12 Ml,,Health Accessories,Material: Cotton | | Number Of Pieces: 72 Pcs | | Product Feature: Easy To Use And Maintain | | Length: 12 Cm | | Width: 2 Cm | | Height: 1 Cm | | Capacity: 12 Ml |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Free Size / White,PV_MZ34200018ARCN_standard_white,609.0,,932,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/34-223-662042-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/products/34-223-662042-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/34-223-662042-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/34-223-662042-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/34-223-662042-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/34-223-662042-product-3.webp",,1,2,,Size,Free Size,Color,White,,
1 Pc Acupressure Clip for Wellness and Self,1-pc-acupressure-clip-for-wellness-and-self,,"Discover the power of self-care with our Portable Hand Gripper, designed for convenience on-the-go. This innovative acupressure point clip promotes wellness and enhances your overall health. Crafted from durable ABS plastic, it ensures safety and effectiveness. Perfect for anyone wanting to keep their health in check, this lightweight tool is an essential addition to your routine.",,Health Accessories,"Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Portable For On-The-Go Use, Designed For Safety And Effectiveness, Promotes Wellness And Self-Care |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Black,PV_MZ23900000030ASFN_standard_black,730.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/239-223-598457-product-1.jpg,,,,,Color,Black,Size,Standard,,
Digital Blood Pressure Monitor,digital-blood-pressure-monitor,,Number Of Pieces: 1 Pc Product Feature: Portable For On-The-Go Use Length: 11.5 Cm Width: 9.6 Cm Height: 5.9 Cm,,Health Accessories,Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Portable For On-The-Go Use | | Length: 11.5 Cm | | Width: 9.6 Cm | | Height: 5.9 Cm |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / White,PV_MZ51100000730AFTS_standard_white,2700.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-700147-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-700147-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-700147-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-700147-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/products/511-223-700147-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-700147-product-4.webp",,5.9,9.6,,Color,White,Size,Standard,,
50 Pcs Blue Face Masks - Breathable & Durable Protection,50-pcs-blue-face-masks---breathable-durable-protection,,"Stay safe and comfortable with our pack of 50 Pcs Blue Face Masks. Made from breathable cotton, these masks are designed for effective protection while ensuring comfort. Ideal for everyday use, they support various lifestyles and provide a reliable barrier. Perfect for families or anyone looking for quality face masks to enhance safety and convenience.",,Health Accessories,Material: Cotton | | Number Of Pieces: 50 Pcs | | Fay Disposable Face Mask 3 Ply Light Blue Colour (50 Mask in Box) |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Blue,PV_MZ1022200005DTDN_standard_blue,670.0,,99,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1022-223-490693-product-1.jpeg,,,,,Color,Blue,Size,Standard,,
Ladies Face Mask,ladies-face-mask,,Number Of Pieces: 6 Pcs,,Health Accessories,Material: Cotton | | Number Of Pieces: 6 Pcs |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Multicolor,PV_MZ1288200043HDCN_standard-size_standard,690.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1288-223-450919-product-1.jpg,,,,,Size,Standard Size,Color,Multicolor,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ68100045HIHY_standard_standard,690.0,,66,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/681-223-415220-product-1.jpg,,,,,Color,Multicolor,Size,Standard,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ68100044HIHY_standard_standard,855.0,,77,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/681-223-415219-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/681-223-415219-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/681-223-415219-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/681-223-415219-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/681-223-415219-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/products/681-223-415219-product-1.jpg",,,,,Color,Multicolor,Size,Standard,,
"Portable Mesh Nebulizer Machine for Kids & Adults | Silent Electric & Cell Operated Inhaler for Asthma, Cough & Cold Relief | Handheld Mini Nebulizer for Home, Travel & Hospital Use",portable-mesh-nebulizer-machine-for-kids-adults-silent-electric-cell-operated-inhaler-for-asthma-cou,,"Breathe better anytime, anywhere with the Portable Mesh Nebulizer Machine. This mini silent inhaler is designed for kids and adults, providing quick relief from asthma, cold, cough, flu, bronchitis, and other respiratory problems.  With its advanced mesh technology, it produces ultra-fine mist that penetrates deeply into the lungs for effective absorption of medicine. The quiet operation makes it",,Health Accessories,"Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Affordable And Accessible Solutions, Breathable And Hypoallergenic Materials For Sensitive Skin, Clinically-Proven Effectiveness For Specific Health Concerns, Compact And Lightweight For Travel Or Storage, Compatible With Different Lifestyles, Designed For Safety And Effectiveness | | Length: 8 Inches | | Width: 11 Inches | | Height: 2 Inches | | Portable Mesh Nebulizer Machine – Mini Inhaler for Kids & Adults | | ? Silent Nebulizer Machine – Whisper Quiet Operation | | ? Handheld Steam Inhaler – Compact & Lightweight Design | | ? Asthma Relief Nebulizer Machine – Effective Therapy at Home | | ? Cold & Flu Relief Inhaler – Fast Respiratory Care | | ? Mini Nebulizer with Mask & Mouthpiece – Family Use | | ? Dual Power Nebulizer Machine – USB & Battery Operated | | ? Travel-Friendly Nebulizer – Easy to Carry Anywhere | | ? Advanced Mesh Technology Inhaler – Fine Mist for Deep Absorption | | ? Nebulizer for Kids & Adults in Pakistan – Safe & Reliable | | ? Handheld Nebulizer Machine – Easy One-Button Operation | | ? Lightweight Nebulizer Device – Comfortable Daily Use | | ? Steam Inhaler for Cough & Sinus Relief – Gentle & Effective | | ? Medical-Grade Nebulizer Machine – Professional Quality | | ? Compact Nebulizer for Home & Travel – Perfect for All Ages | | ? Respiratory Therapy Nebulizer – Asthma, Bronchitis, Allergy Relief | | ? Best Portable Nebulizer in Pakistan – Trusted & Durable |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ1787200027ZZJJTS_standard_standard,1909.0,,9,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-668733-product-8.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-668733-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-668733-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-668733-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-668733-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-668733-product-10.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-668733-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/products/1787-223-668733-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-668733-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-668733-product-6.webp",,2,11,,Color,Multicolor,Size,Standard,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ1787200050ZZJJTS_standard_standard,1950.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-681982-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-681982-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-681982-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-681982-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-681982-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/products/1787-223-681982-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-681982-product-9.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-681982-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-681982-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1787-223-681982-product-8.webp",,2,8,,Color,Multicolor,Size,Standard,,
Compact & Lightweight 1 Pc Hand Gripper - User-Friendly Design for Easy Travel & Storage,compact-lightweight-1-pc-hand-gripper---user-friendly-design-for-easy-travel-storage,,"Enhance your grip strength with our Compact and Lightweight Hand Gripper. Perfect for travel and easy to use, this 1 Pc hand gripper features a user-friendly interface designed for effortless operation. Ideal for fitness enthusiasts, it's a convenient tool for building strength anytime, anywhere!",,Health Accessories,"Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Compact And Lightweight For Travel Or Storage, Easy To Use And Maintain, User-Friendly Interfaces For Ease Of Operation |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Black,PV_MZ69100000251AIBSFD_standard_black,1460.0,,300,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/691-223-607502-product-1.jpg,,,,,Color,Black,Size,Standard,,
,,,,,,,,,,,,,Standard / Blue,PV_MZ69100000251AIBSFD_standard_blue,1460.0,,300,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/691-223-607502-product-1.jpg,,,,,Color,Blue,Size,Standard,,
,,,,,,,,,,,,,Standard / Pink,PV_MZ69100000251AIBSFD_standard_pink,1460.0,,300,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/691-223-607502-product-1.jpg,,,,,Color,Pink,Size,Standard,,
10 Pcs Clinically,10-pcs-clinically,,"Transform your wellness routine with our 10 Pcs Belly Slimming Patch. Clinically proven for effectiveness in targeting specific health concerns, these patches promote self-care while being easy to use and maintain. Experience the convenience of portable solutions that fit seamlessly into your lifestyle and support your wellness goals, wherever you are!",,Health Accessories,"Material: Wormwood | | Number Of Pieces: 10 Pcs | | Product Feature: Clinically-Proven Effectiveness For Specific Health Concerns, Promotes Wellness And Self-Care, Easy To Use And Maintain |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / White,PV_MZ1705200020SMVS_standard-size_white,710.0,,6,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1705-223-598951-product-9.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1705-223-598951-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1705-223-598951-product-7.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1705-223-598951-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1705-223-598951-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1705-223-598951-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1705-223-598951-product-6.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1705-223-598951-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1705-223-598951-product-8.jpg",,,,,Size,Standard Size,Color,White,,
Electric Period Cramp Massager Vibrator Heating Belt For Menstrual Relief Pain,electric-period-cramp-massager-vibrator-heating-belt-for-menstrual-relief-pain,,"Number Of Pieces: 1 Pc Experience Soothing warmth and gentle massage action that helps to alleviate tension, reduce bloating, and promote relaxation.",,Health Accessories,"Number Of Pieces: 1 Pc | | Experience Soothing warmth and gentle massage action that helps to alleviate tension, reduce bloating, and promote relaxation. |",,4.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Standard,PV_MZ51120007AFTS_standard-size_standard,3240.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-342341-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-342341-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/products/511-223-342341-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-342341-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-342341-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-342341-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-342341-product-1-withcode.jpg",,,,,Size,Standard Size,Color,Standard,,
Portable Electric Period Cramp Heating Belt,portable-electric-period-cramp-heating-belt,,"Experience soothing relief with our Portable Electric Period Cramp Heating Belt. Designed for on-the-go use, this user-friendly belt promotes wellness and self-care while ensuring comfort during your day. The lightweight and compact design makes it a perfect companion to alleviate cramps wherever you are. Enjoy effective pain management with ease!",,Health Accessories,"Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Portable For On-The-Go Use, Promotes Wellness And Self-Care, User-Friendly Interfaces For Ease Of Operation |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Pink,PV_MZ57800000339GALAXY_standard-size_pink,2305.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-223-659940-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-223-659940-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-223-659940-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/products/578-223-659940-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-223-659940-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-223-659940-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-223-659940-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-223-659940-product-1.webp",,,,,Size,Standard Size,Color,Pink,,
Sun Protection Sleeves,sun-protection-sleeves,,"Stay Protected From Harmful Uv Rays With These Stretchable Black Sun Protection Sleeves. Perfect For Outdoor Sports And Activities, They Offer Comfort And Style While Shielding Your Arms From The Sun.",,Health Accessories,"Material: Cloth | | Number Of Pieces: 2 Pcs | | Product Feature: Durable And Reliable Materials, Promotes Wellness And Self-Care |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Free Size / Black,PV_MZ1338200036EEWD_standard_black,680.0,,1,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1338-223-466255-product-1.jpg,,,,,Size,Free Size,Color,Black,,
Dental Mirror,dental-mirror,,Number Of Pieces: 1 Pc,,Health Accessories,Material: Stainless Steel | | Number Of Pieces: 1 Pc |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Silver,PV_MZ1338200033EEWD_standard_silver,630.0,,1,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1338-223-466246-product-1.jpg,,,,,Color,Silver,Size,Standard,,
"Nail Growth Treatment Serum, 1 Pc",nail-growth-treatment-serum-1-pc,,Number Of Pieces: 1 Pc Product Feature: Promotes Wellness And Self-Care,,Health Accessories,Material: Liquid | | Number Of Pieces: 1 Pc | | Product Feature: Promotes Wellness And Self-Care |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / White,PV_MZ51100000534AFTS_standard_white,870.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642772-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642772-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642772-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642772-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642772-product-9.webp,https://content.public.markaz.app/markazimagevideo/public/products/511-223-642772-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642772-product-8.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642772-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642772-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642772-product-7.webp",,,,,Color,White,Size,Standard,,
Walking Stick Seat Folding Stool – Ergonomic Stainless Steel Support for Seniors & Disabled Individuals,walking-stick-seat-folding-stool-ergonomic-stainless-steel-support-for-seniors-disabled-individuals,,"Number Of Pieces: 1 Pc 2-in-1 Design – Combines a sturdy walking stick with a foldable seat for instant rest anytime, anywhere ? Premium Stainless Steel Frame – Rust-resistant, strong, and lightweight for daily indoor & outdoor use ? Ergonomic Comfort Grip Handles – Sleek, non-slip, and designed for maximum hand comfort and control ? Reliable Support for Seniors & Disabled Users – Ensures balance, mobility, and seated relief during long waits or walks ? Compact & Travel-Friendly – Easy to fold and carry; perfect for parks, queues, events, and shopping",,Health Accessories,"Material: Stainless Steel | | Number Of Pieces: 1 Pc | | 2-in-1 Design – Combines a sturdy walking stick with a foldable seat for instant rest anytime, anywhere | | ? Premium Stainless Steel Frame – Rust-resistant, strong, and lightweight for daily indoor & outdoor use | | ? Ergonomic Comfort Grip Handles – Sleek, non-slip, and designed for maximum hand comfort and control | | ? Reliable Support for Seniors & Disabled Users – Ensures balance, mobility, and seated relief during long waits or walks | | ? Compact & Travel-Friendly – Easy to fold and carry; perfect for parks, queues, events, and shopping |",,5.0,,,,,,,,,,,,,,,,,,,,,
